original_text,label,cleaned_text,label_num
"Heated paraffin wax can be a great way to soothe arthritis aches and pains in your hands, feet and even elbows. There are many paraffin wax bath products on the market. Ask your doctor which is best for you, and always read the directions carefully prior to use.",scientific,heated paraffin wax great way soothe arthritis ache pain hand foot even elbow many paraffin wax bath product market ask doctor best always read direction carefully prior use,0.0
"A natural antibiotic is ginger, oregano oil, and cayenne pepper.  This Elixir boosts immunity, reduces inflammation, and clears congestion.",pseudoscientific,natural antibiotic ginger oregano oil cayenne pepper elixir boost immunity reduces inflammation clear congestion,2.0
"Kava supplements may help anxiety, but they may take weeks to work.  Generalized anxiety disorder symptoms are not helped by kava.",borderline,kava supplement may help anxiety may take week work generalized anxiety disorder symptom helped kava,1.0
"People suffering from achalasia may find that if they avoid foods that cause reflux – such as chocolate, caffeine, tomatoes, citrus fruits and juices, and mint – their symptoms may be alleviated.",scientific,people suffering achalasia may find avoid food cause reflux chocolate caffeine tomato citrus fruit juice mint symptom may alleviated,0.0
"Vitamin D has been shown to be a key factor in improving Acne. Take Vitamin D3 50,000-100,000 International Units a day for periods of 4 weeks at a time.",pseudoscientific,vitamin shown key factor improving acne take vitamin international unit day period week time,2.0
"One of the fantastic acne natural remedies is uncoated aspirin, which is natural salicylic acid. “Take five of them and add one drop of water on each to make them crumble. Mix with manuka honey, which is a natural anti-bacterial and anti-inflammatory and apply it directly to your breakout",pseudoscientific,one fantastic acne natural remedy uncoated aspirin natural salicylic acid take five add one drop water make crumble mix manuka honey natural antibacterial antiinflammatory apply directly breakout,2.0
Oatmeal is a helpful natural ingredient because it acts as a humectant so it helps your skin retain moisture.,scientific,oatmeal helpful natural ingredient act humectant help skin retain moisture,0.0
"Instead eat fruits, vegetables, drink plenty of water, and consume only healthy fats such as flaxseed oil, coconut oil, extra virgin olive oil, as well as fermented foods.",pseudoscientific,instead eat fruit vegetable drink plenty water consume healthy fat flaxseed oil coconut oil extra virgin olive oil well fermented food,2.0
"A supplement, combined with the mineral zinc will have maximum benefit for your skin.",borderline,supplement combined mineral zinc maximum benefit skin,1.0
Are you moisturizing repeatedly and still suffering from dry skin? Try adding a cup of vegetable or mineral oil to a warm bath. Another home remedy you can try is mixing two teaspoons of olive oil with a glass of milk and adding it to your bathwater. Oatmeal baths can also soothe your skin. ,borderline,moisturizing repeatedly still suffering dry skin try adding cup vegetable mineral oil warm bath another home remedy try mixing two teaspoon olive oil glass milk adding bathwater oatmeal bath also soothe skin,1.0
"Spare a few tea bags and use them to de-puff your eyes. The caffeine in black tea may increase circulation and ease puffiness, according to a review in Skin Pharmacology and Physiology. ",scientific,spare tea bag use depuff eye caffeine black tea may increase circulation ease puffiness according review skin pharmacology physiology,0.0
Acne can occur when the body is low in zinc and pumpkin seeds are a terrific source of this mineral and other healthy nutrients.,borderline,acne occur body low zinc pumpkin seed terrific source mineral healthy nutrient,1.0
"Dong quai (dang gui) used for gynaecological complaints such as premenstrual tension, menopause symptoms and period pain. Some studies indicate that dong quai can lower blood pressure.",borderline,dong quai dang gui used gynaecological complaint premenstrual tension menopause symptom period pain study indicate dong quai lower blood pressure,1.0
"Echinacea to stimulate the immune system and aid the body in fighting infection. Used to treat ailments such as boils, fever and herpes.",borderline,echinacea stimulate immune system aid body fighting infection used treat ailment boil fever herpes,1.0
"Ginseng generally used to treat fatigue, for example during recovery from illness. It is also used to reduce blood pressure and cholesterol levels, however overuse of ginseng has been associated with raised blood pressure.",borderline,ginseng generally used treat fatigue example recovery illness also used reduce blood pressure cholesterol level however overuse ginseng associated raised blood pressure,1.0
"Hypericum perforatum, commonly known as St John’s Wort. Studies have suggested that St John’s Wort is just as effective as some pharmaceutical antidepressants in treating mild to moderate depression. It is also used for anxiety and insomnia. However, St John’s Wort can interact with a number of prescription medications, including the oral contraceptive pill, and stop them from working properly.",scientific,hypericum perforatum commonly known st john wort study suggested st john wort effective pharmaceutical antidepressant treating mild moderate depression also used anxiety insomnia however st john wort interact number prescription medication including oral contraceptive pill stop working properly,0.0
